深度/m	杨氏模量/Gpa	泊松比	断裂韧性/MPa·m^0.5	水平应力差/Mpa	垂向应力差/Mpa
442.9	37	0.305	0.9	9.7	11.7
443.0	40	0.179	0.36	6.0	16.1
443.1	12	0.369	1.17	8.4	11.4
443.2	12	0.385	0.83	7.1	16.7
443.3	25	0.275	0.23	7.1	19.7
443.4	22	0.276	0.42	5.3	16.9
443.5	38	0.267	1.43	6.1	11.3
443.6	32	0.316	0.36	8.9	15.4
443.7	30	0.135	0.08	9.9	17.0
443.8	25	0.381	1.16	8.9	18.1
443.9	20	0.251	0.46	5.8	18.3
444.0	18	0.111	0.78	6.7	13.2
444.1	18	0.246	0.19	6.5	19.1
444.2	11	0.262	0.23	9.9	15.1
444.3	19	0.235	0.24	9.3	17.3
444.4	20	0.11	0.26	6.1	10.1
444.5	16	0.141	0.95	5.3	10.6
444.6	17	0.328	0.97	6.2	19.4
444.7	29	0.116	1.49	7.3	10.8
444.8	21	0.257	0.45	8.3	18.0
444.9	38	0.259	0.32	8.2	10.0
445.0	13	0.357	1.36	9.2	19.7
445.1	23	0.204	1.31	9.7	10.6
445.2	24	0.308	1.36	5.9	13.6
445.3	11	0.103	0.77	9.2	19.4
445.4	26	0.33	1.01	6.8	17.1
445.5	17	0.211	0.94	8.3	16.7
445.6	38	0.379	1.04	6.3	19.9
445.7	20	0.203	0.94	9.6	10.8
445.8	36	0.342	0.93	7.6	18.3
445.9	33	0.355	0.69	8.1	12.4
446.0	35	0.24	1.1	8.2	18.8
446.1	36	0.253	0.14	6.7	17.1
446.2	30	0.184	1.21	6.0	15.4
446.3	35	0.273	0.41	7.6	10.1
446.4	27	0.242	0.77	5.2	10.9
446.5	31	0.372	0.05	9.6	10.8
446.6	16	0.337	0.83	7.6	15.1
446.7	30	0.211	1.21	9.6	10.8
446.8	31	0.268	0.37	6.3	11.3
446.9	21	0.203	1.12	8.6	11.0
447.0	11	0.145	0.86	9.9	19.9
447.1	32	0.394	0.21	7.9	10.8
447.2	39	0.348	0.7	9.5	11.5
447.3	29	0.153	0.35	7.1	15.6
447.4	19	0.136	0.0	9.1	14.1
447.5	23	0.368	0.97	8.2	16.5
447.6	13	0.343	0.43	5.5	19.8
447.7	31	0.186	1.0	5.5	12.2
447.8	26	0.165	0.94	5.3	13.8
447.9	27	0.395	1.06	8.3	13.0
448.0	10	0.249	1.23	10.0	16.8
448.1	19	0.357	0.43	6.8	15.1
448.2	28	0.2	0.26	5.2	17.2
448.3	22	0.22	1.08	8.0	16.4
448.4	35	0.286	1.35	5.2	17.9
448.5	20	0.341	0.16	7.4	11.4
448.6	23	0.191	0.25	5.5	12.7
448.7	23	0.152	0.92	6.1	18.7
448.8	33	0.121	0.77	9.1	19.1
448.9	40	0.265	1.41	9.3	15.5
449.0	30	0.21	0.63	5.7	10.4
449.1	39	0.283	1.18	8.9	19.9
449.2	20	0.303	0.67	7.2	11.0
449.3	15	0.329	1.02	6.3	13.3
449.4	12	0.25	0.58	6.6	10.6
449.5	33	0.134	0.58	7.8	19.0
449.6	28	0.377	1.43	5.2	12.9
449.7	19	0.33	0.22	6.4	11.0
449.8	38	0.275	1.34	6.0	10.2
449.9	12	0.109	0.61	8.3	11.2
450.0	22	0.167	1.46	5.6	15.4
450.1	11	0.306	1.26	7.3	18.6
450.2	22	0.115	0.7	9.5	12.7
450.3	14	0.205	0.04	7.4	15.4
450.4	38	0.246	0.76	6.8	14.3
450.5	16	0.358	0.46	5.4	17.7
450.6	27	0.399	1.44	5.6	10.9
450.7	35	0.119	0.41	8.1	18.9
450.8	36	0.339	1.36	8.8	18.3
450.9	19	0.262	0.39	7.2	14.4
451.0	38	0.245	0.75	9.9	18.9
451.1	35	0.254	1.49	7.6	17.7
451.2	29	0.174	1.08	8.5	16.8
451.3	31	0.129	1.0	6.2	15.2
451.4	18	0.227	0.2	6.9	10.4
451.5	26	0.332	0.9	7.8	14.3
451.6	31	0.316	0.04	8.4	12.2
451.7	30	0.229	0.21	8.9	17.1
451.8	12	0.102	0.5	9.6	10.3
451.9	18	0.217	1.16	6.5	17.2
452.0	18	0.264	1.05	8.2	18.7
452.1	13	0.322	1.49	9.7	16.1
452.2	38	0.226	0.37	8.3	18.7
452.3	22	0.394	0.76	6.7	10.0
452.4	25	0.143	1.38	9.2	14.8
452.5	18	0.217	0.35	7.8	11.9
452.6	33	0.201	0.62	5.6	14.5
452.7	17	0.289	0.05	9.3	15.2
452.8	26	0.254	0.97	8.9	17.0
452.9	28	0.208	0.94	6.5	11.4
453.0	16	0.277	1.08	9.6	14.3
453.1	12	0.189	1.34	6.0	12.2
453.2	33	0.134	1.29	9.7	19.5
453.3	29	0.279	0.24	8.9	13.9
453.4	18	0.307	0.49	5.8	10.5
453.5	37	0.186	0.01	8.3	15.8
453.6	35	0.222	0.6	9.7	15.7
453.7	15	0.304	0.67	5.0	16.0
453.8	27	0.252	0.9	7.3	10.3
453.9	21	0.127	0.19	5.4	16.0
454.0	23	0.35	0.06	10.0	16.4
454.1	31	0.355	1.25	8.9	10.6
454.2	30	0.248	0.09	8.0	19.9
454.3	25	0.116	1.05	6.0	17.9
454.4	18	0.228	0.93	5.1	12.9
454.5	39	0.26	0.07	6.1	11.0
454.6	38	0.207	1.39	6.0	17.5
454.7	27	0.347	0.18	8.7	10.4
454.8	39	0.109	0.3	9.3	11.9
454.9	33	0.21	0.84	6.7	16.9
455.0	26	0.274	0.06	6.9	12.0
455.1	18	0.145	0.25	8.4	18.8
455.2	18	0.283	0.42	5.5	17.9
455.3	15	0.152	1.2	8.0	15.9
455.4	22	0.31	0.37	10.0	12.4
455.5	26	0.351	0.73	8.3	17.8
455.6	25	0.13	1.38	9.8	14.6
455.7	16	0.127	0.25	7.8	13.8
455.8	16	0.231	0.92	8.4	14.8
455.9	38	0.267	0.47	6.4	10.9
456.0	37	0.284	1.1	6.6	11.0
456.1	25	0.116	1.11	7.8	15.5
456.2	37	0.222	1.07	5.1	19.9
456.3	27	0.119	0.46	6.5	12.1
456.4	12	0.343	0.34	8.8	14.3
456.5	17	0.38	1.2	5.6	17.9
456.6	12	0.121	0.62	8.9	13.5
456.7	19	0.142	0.18	7.7	16.7
456.8	32	0.383	0.01	7.5	18.2
456.9	21	0.321	0.06	6.4	10.0
457.0	14	0.221	0.28	9.2	12.5
457.1	13	0.289	0.63	6.4	12.1
457.2	24	0.396	0.59	9.9	17.4
457.3	27	0.396	0.76	9.2	15.2
457.4	23	0.315	0.01	8.0	15.5
457.5	21	0.389	0.43	6.8	17.8
457.6	20	0.295	1.12	9.7	18.6
457.7	14	0.331	0.47	5.2	10.3
457.8	14	0.35	0.98	5.6	12.3
457.9	27	0.272	0.48	5.0	18.7
458.0	25	0.341	0.74	6.1	17.6
458.1	18	0.173	0.91	9.7	11.1
458.2	28	0.209	0.46	9.6	19.5
458.3	25	0.168	0.77	9.8	17.0
458.4	33	0.343	1.33	5.0	17.5
458.5	34	0.196	0.16	9.8	18.2
458.6	30	0.283	1.28	9.3	13.5
458.7	27	0.361	1.12	9.4	18.3
458.8	24	0.224	0.79	6.6	15.5
458.9	21	0.239	1.21	6.3	12.0
459.0	32	0.178	1.03	5.0	11.6
459.1	36	0.155	0.01	5.3	19.1
459.2	38	0.201	1.08	9.6	14.7
459.3	13	0.174	0.53	7.4	10.6
459.4	24	0.276	0.02	6.5	13.6
459.5	26	0.335	0.11	9.0	11.0
459.6	36	0.311	0.82	7.1	16.2
459.7	15	0.213	0.05	8.7	10.9
459.8	15	0.262	0.51	9.9	14.9
459.9	16	0.212	1.36	9.2	16.0
460.0	40	0.399	1.17	8.3	18.7
460.1	24	0.101	0.88	8.7	17.3
460.2	24	0.135	1.02	6.4	13.5
460.3	19	0.209	0.97	9.8	13.7
460.4	13	0.287	0.52	5.3	16.5
460.5	32	0.171	0.89	9.1	11.9
460.6	32	0.369	1.2	6.0	13.5
460.7	26	0.308	0.57	7.3	17.4
460.8	31	0.13	0.2	6.0	13.8
460.9	21	0.338	0.01	9.1	12.1
461.0	38	0.31	0.96	5.7	18.2
461.1	11	0.201	1.26	5.9	16.7
461.2	40	0.241	0.94	6.7	10.2
461.3	15	0.269	0.6	7.8	17.8
461.4	18	0.34	1.05	6.3	16.9
461.5	11	0.147	0.82	9.5	10.9
461.6	28	0.355	0.52	9.3	11.6
461.7	33	0.24	0.85	9.3	13.2
461.8	32	0.357	0.96	6.3	13.9
461.9	14	0.109	0.56	6.9	16.1
462.0	26	0.305	1.38	9.8	13.6
462.1	29	0.25	0.6	9.8	10.5
462.2	28	0.283	0.49	8.9	12.9
462.3	19	0.31	0.72	5.7	15.2
462.4	33	0.131	0.11	6.7	12.1
462.5	23	0.315	1.12	7.1	19.4
462.6	13	0.379	0.71	9.7	19.4
462.7	16	0.254	1.44	9.9	18.0
462.8	20	0.164	0.49	8.1	11.2
462.9	16	0.377	1.01	6.3	10.2
463.0	20	0.34	0.75	7.2	14.1
463.1	37	0.163	0.04	6.8	14.6
463.2	17	0.375	0.95	7.0	15.9
463.3	33	0.357	1.06	8.2	10.6
463.4	33	0.137	0.03	6.8	16.5
463.5	11	0.212	0.8	7.4	10.5
463.6	12	0.113	0.68	7.7	13.6
463.7	28	0.178	1.19	6.2	15.9
463.8	15	0.244	1.16	9.8	16.8
463.9	32	0.336	0.99	5.2	17.2
464.0	30	0.398	0.59	5.9	11.6
464.1	32	0.14	0.28	5.7	10.1
464.2	13	0.243	1.42	9.0	16.8
464.3	32	0.388	0.75	9.2	10.2
464.4	30	0.4	0.59	7.9	19.2
464.5	15	0.105	1.28	6.2	19.0
464.6	39	0.335	1.15	6.4	15.7
464.7	11	0.38	0.69	8.3	17.3
464.8	37	0.229	0.57	8.3	12.1
464.9	29	0.317	0.66	7.4	11.0
465.0	35	0.397	1.44	9.5	19.3
465.1	15	0.169	0.25	8.1	10.3
465.2	13	0.223	1.23	5.2	13.6
465.3	11	0.314	0.45	6.9	13.9
465.4	22	0.243	0.41	6.5	17.3
465.5	21	0.174	1.11	8.7	16.4
465.6	31	0.272	0.39	7.2	18.2
465.7	32	0.254	0.99	6.1	14.0
465.8	13	0.116	1.5	5.8	15.1
465.9	17	0.279	0.22	9.9	11.2
466.0	25	0.306	0.09	6.9	10.2
466.1	17	0.214	0.1	9.4	11.8
466.2	33	0.184	0.67	9.6	18.3
466.3	21	0.303	0.9	8.5	19.5
466.4	37	0.26	0.99	5.1	19.6
466.5	40	0.256	0.21	5.4	10.2
466.6	12	0.192	0.88	6.6	17.6
466.7	30	0.166	0.45	7.9	15.0
466.8	11	0.176	1.5	6.6	16.0
466.9	10	0.305	0.43	5.4	14.9
467.0	38	0.322	0.07	7.6	13.9
467.1	14	0.384	1.47	6.3	15.0
467.2	18	0.341	0.86	8.4	18.4
467.3	40	0.166	1.2	6.4	18.5
467.4	12	0.308	0.4	9.2	14.7
467.5	28	0.33	0.65	6.1	17.0
467.6	26	0.216	0.3	8.1	18.9
467.7	27	0.342	1.08	7.7	11.8
467.8	30	0.283	1.43	8.3	10.4
467.9	37	0.111	0.48	9.5	12.2
468.0	26	0.258	0.71	6.6	13.6
468.1	33	0.317	1.03	8.4	16.7
468.2	35	0.277	1.25	5.3	18.6
468.3	18	0.317	1.12	7.6	19.4
468.4	28	0.22	0.45	8.1	19.3
468.5	17	0.103	1.24	7.9	17.4
468.6	17	0.379	0.82	6.8	13.3
468.7	16	0.226	0.76	5.8	12.3
468.8	13	0.359	1.43	9.8	12.0
468.9	32	0.288	1.21	5.3	11.2
469.0	22	0.376	0.8	7.5	18.9
469.1	15	0.329	0.79	6.6	15.3
469.2	40	0.184	1.11	8.8	17.0
469.3	25	0.391	0.23	8.4	12.3
469.4	39	0.19	0.94	8.3	16.0
469.5	17	0.149	0.34	8.0	14.9
469.6	12	0.366	0.69	5.9	12.2
469.7	28	0.347	0.16	5.6	17.1
469.8	25	0.307	1.4	5.5	12.1
469.9	15	0.371	1.08	6.2	15.7
470.0	12	0.308	0.07	5.8	12.5
470.1	33	0.358	0.12	6.3	17.3
470.2	28	0.355	0.27	9.6	18.8
470.3	18	0.112	0.49	7.5	19.3
470.4	22	0.289	0.89	6.0	19.5
470.5	19	0.144	0.42	5.4	16.6
470.6	24	0.251	0.83	7.0	18.7
470.7	22	0.152	0.05	8.6	12.0
470.8	19	0.204	0.69	8.8	17.1
470.9	24	0.325	0.06	9.2	11.7
471.0	13	0.365	1.41	5.1	19.3
471.1	40	0.189	1.22	8.6	11.0
471.2	13	0.237	0.56	9.8	17.2
471.3	17	0.241	1.14	5.3	14.0
471.4	22	0.275	1.04	9.8	17.3
471.5	30	0.329	1.41	9.0	13.6
471.6	12	0.307	0.51	6.6	14.4
471.7	23	0.294	0.56	7.4	14.9
471.8	20	0.209	0.38	9.4	19.6
471.9	34	0.255	1.27	8.5	11.9
472.0	20	0.316	0.81	5.3	12.1
472.1	19	0.191	0.24	9.3	16.7
472.2	18	0.167	1.19	5.9	10.5
472.3	18	0.284	1.3	9.8	12.0
472.4	30	0.196	1.36	7.0	16.5
472.5	11	0.297	1.08	9.9	16.8
472.6	11	0.271	0.18	5.2	18.0
472.7	28	0.141	1.23	5.6	10.4
472.8	32	0.111	0.13	6.3	10.3
472.9	24	0.284	1.05	6.4	18.7
473.0	21	0.241	0.63	5.1	11.5
473.1	16	0.137	1.05	5.8	14.2
473.2	27	0.336	0.73	6.6	11.7
473.3	16	0.212	1.09	6.4	16.0
473.4	25	0.118	0.96	9.4	10.9
473.5	40	0.263	1.35	6.0	18.4
473.6	23	0.113	0.51	9.9	17.0
473.7	11	0.111	0.15	8.6	12.8
473.8	29	0.207	0.76	8.6	16.1
473.9	12	0.194	0.36	5.9	14.5
474.0	18	0.4	0.99	8.5	17.3
474.1	35	0.376	0.95	7.7	17.8
474.2	12	0.3	0.2	7.0	14.6
474.3	26	0.29	1.24	6.7	16.1
474.4	36	0.249	0.45	7.7	18.5
474.5	20	0.151	1.35	6.7	16.3
474.6	24	0.377	0.54	6.0	11.6
474.7	27	0.157	1.41	8.4	18.9
474.8	14	0.155	1.09	9.7	18.6
474.9	40	0.242	1.4	6.9	12.9
475.0	16	0.264	0.91	7.7	12.5
475.1	19	0.285	1.28	5.6	18.9
475.2	17	0.267	0.29	6.0	13.2
475.3	30	0.368	0.73	8.1	10.8
475.4	12	0.236	0.08	9.9	10.0
475.5	34	0.283	0.47	6.2	10.1
475.6	27	0.198	0.22	8.7	19.0
475.7	35	0.16	0.4	7.9	10.0
475.8	39	0.304	0.75	5.9	11.9
475.9	10	0.288	0.11	9.0	15.5
476.0	22	0.16	0.31	5.0	17.3
476.1	40	0.286	1.08	9.0	17.3
476.2	36	0.11	1.46	5.8	18.8
476.3	34	0.165	0.54	8.0	18.4
476.4	11	0.309	0.65	8.2	12.0
476.5	36	0.36	1.03	9.4	18.7
476.6	18	0.311	0.86	9.5	18.8
476.7	10	0.308	0.6	6.5	10.6
476.8	13	0.182	1.3	9.5	17.1
476.9	27	0.159	0.15	5.6	18.3
477.0	14	0.142	0.6	6.2	17.7
477.1	17	0.25	1.28	8.7	18.2
477.2	13	0.386	0.27	9.2	14.6
477.3	27	0.132	1.25	6.6	18.7
477.4	21	0.313	0.15	8.6	16.2
477.5	34	0.186	0.2	9.3	18.0
477.6	39	0.348	1.33	5.5	12.8
477.7	25	0.18	0.18	6.7	12.9
477.8	32	0.306	1.05	9.0	15.4
477.9	23	0.122	0.1	8.6	13.7
478.0	35	0.226	0.42	8.5	14.4
478.1	12	0.139	0.01	7.9	17.8
478.2	20	0.111	1.03	7.2	14.9
478.3	38	0.136	1.21	7.9	15.7
478.4	13	0.262	0.53	6.1	10.4
478.5	30	0.124	0.06	5.3	15.5
478.6	10	0.305	0.36	8.2	16.2
478.7	19	0.294	0.45	7.9	19.7
478.8	21	0.339	0.15	8.3	17.6
478.9	27	0.253	1.01	8.7	10.0
479.0	40	0.16	1.22	9.6	15.6
479.1	11	0.285	0.71	8.5	18.5
479.2	16	0.251	1.08	6.1	16.7
479.3	17	0.281	0.07	9.3	13.0
479.4	39	0.371	0.31	6.7	11.7
479.5	33	0.387	0.98	6.1	15.4
479.6	36	0.36	0.22	6.6	16.8
479.7	13	0.2	0.67	5.3	15.3
479.8	18	0.296	1.44	7.9	15.6
479.9	27	0.342	0.19	7.4	16.3
480.0	11	0.229	0.11	6.4	18.9
480.1	13	0.334	0.07	9.5	12.5
480.2	18	0.119	1.02	8.0	14.8
480.3	13	0.289	0.91	5.7	15.2
480.4	11	0.327	0.7	9.4	17.8
480.5	32	0.334	0.11	8.6	10.0
480.6	26	0.329	0.47	6.2	13.5
480.7	11	0.247	1.39	8.8	10.3
480.8	17	0.287	1.22	7.9	13.0
480.9	16	0.257	0.76	7.0	18.0
481.0	19	0.271	0.05	5.8	15.1
481.1	36	0.125	0.08	9.4	13.5
481.2	33	0.346	0.5	5.2	12.3
481.3	10	0.153	1.38	7.1	10.3
481.4	14	0.314	1.18	7.9	13.7
481.5	17	0.154	1.22	7.9	18.7
481.6	34	0.166	1.02	7.6	17.4
481.7	30	0.307	0.22	7.5	11.4
481.8	25	0.252	1.16	8.9	18.0
481.9	34	0.133	1.01	7.4	16.0
482.0	16	0.184	0.43	5.0	16.9
482.1	18	0.196	0.83	5.1	14.3
482.2	27	0.317	0.15	9.1	11.6
482.3	34	0.198	1.43	5.8	10.3
482.4	37	0.27	0.1	9.2	12.6
482.5	23	0.304	1.24	5.9	14.8
482.6	20	0.168	0.89	10.0	17.7
482.7	20	0.207	0.09	7.4	17.6
482.8	14	0.106	1.11	9.2	11.4
482.9	33	0.101	0.74	6.3	10.8
483.0	33	0.363	0.52	7.3	16.4
483.1	38	0.331	1.32	9.6	16.6
483.2	15	0.249	0.67	6.4	15.5
483.3	37	0.371	0.72	8.2	10.1
483.4	30	0.298	1.5	9.3	18.0
483.5	33	0.264	0.81	9.5	16.9
483.6	20	0.283	0.62	8.0	16.7
483.7	23	0.323	1.31	8.2	17.5
483.8	27	0.308	0.37	7.3	10.3
483.9	10	0.221	1.01	8.9	15.3
484.0	21	0.222	1.23	8.6	14.8
484.1	27	0.222	1.3	7.7	19.8
484.2	27	0.205	0.75	7.6	14.1
484.3	15	0.219	0.76	6.7	16.9
484.4	37	0.217	1.08	6.7	17.1
484.5	37	0.181	1.22	8.7	14.8
484.6	14	0.311	1.11	5.6	17.0
484.7	40	0.184	0.43	8.0	18.6
484.8	17	0.144	0.65	7.1	19.9
484.9	17	0.287	0.15	5.3	19.7
485.0	24	0.342	1.3	7.0	18.2
485.1	21	0.178	0.36	7.2	18.9
485.2	35	0.116	0.14	9.3	18.9
485.3	27	0.28	0.91	5.0	18.4
485.4	22	0.212	0.68	8.4	16.2
485.5	27	0.155	1.17	8.8	11.0
485.6	39	0.238	0.66	7.4	12.8
485.7	39	0.284	0.9	5.4	11.1
485.8	36	0.199	0.37	7.2	13.3
485.9	28	0.196	0.64	8.6	15.5
486.0	37	0.122	0.02	8.4	19.5
486.1	33	0.312	0.63	5.5	13.0
486.2	21	0.166	1.33	5.5	12.3
486.3	14	0.364	1.4	9.5	17.3
486.4	25	0.322	1.34	5.4	10.1
486.5	33	0.258	1.25	7.1	12.8
486.6	36	0.175	1.01	9.6	17.4
486.7	10	0.378	1.32	7.2	12.6
486.8	40	0.393	1.16	9.3	11.0
486.9	19	0.32	0.04	7.1	10.9
487.0	20	0.31	1.11	8.2	16.6
487.1	32	0.357	0.47	5.8	14.1
487.2	25	0.388	1.19	7.6	12.4
487.3	37	0.103	0.68	8.7	15.0
487.4	28	0.369	0.86	6.1	17.6
487.5	38	0.332	0.7	8.4	10.0
487.6	29	0.366	1.21	8.9	14.9
487.7	14	0.172	0.61	5.0	10.4
487.8	15	0.293	0.39	9.0	17.3
487.9	15	0.123	0.84	5.9	12.8
488.0	29	0.337	0.74	10.0	13.6
488.1	20	0.154	1.02	7.9	10.1
488.2	10	0.271	1.36	5.7	14.6
488.3	35	0.219	0.79	5.7	12.9
488.4	15	0.168	0.88	9.5	16.4
488.5	11	0.356	0.53	9.7	15.2
488.6	36	0.303	0.96	6.8	16.4
488.7	18	0.343	1.07	7.3	10.6
488.8	19	0.127	0.97	8.4	13.1
488.9	29	0.209	1.27	7.3	19.6
489.0	19	0.391	1.31	9.6	11.8
489.1	23	0.352	1.03	5.1	14.3
489.2	33	0.263	0.75	9.2	17.0
489.3	37	0.291	1.33	5.4	18.2
489.4	31	0.105	0.07	8.2	16.3
489.5	26	0.261	0.27	8.8	11.4
489.6	25	0.169	0.43	9.7	11.5
489.7	11	0.252	0.2	9.2	13.8
489.8	18	0.175	0.57	8.4	13.5
489.9	19	0.176	0.87	6.3	15.3
490.0	19	0.294	1.08	6.0	16.2
490.1	17	0.391	0.73	6.0	14.4
490.2	26	0.24	1.43	7.8	16.2
490.3	38	0.355	1.32	7.8	19.1
490.4	28	0.384	0.19	9.9	16.6
490.5	29	0.266	1.14	5.7	18.8
490.6	33	0.329	0.35	7.9	15.7
490.7	30	0.147	0.71	5.5	14.2
490.8	28	0.273	0.79	7.9	11.9
490.9	22	0.376	1.12	9.9	15.7
491.0	16	0.261	0.41	5.0	10.5
491.1	17	0.251	1.21	7.2	10.3
491.2	22	0.156	1.46	6.6	15.0
491.3	30	0.371	0.9	7.6	14.5
491.4	24	0.217	0.76	9.1	18.1
491.5	33	0.243	0.07	6.5	11.8
491.6	37	0.11	0.81	7.6	15.5
491.7	35	0.138	0.49	7.4	10.4
491.8	40	0.156	1.13	7.9	15.3
491.9	20	0.162	1.08	5.8	16.3
492.0	15	0.364	0.17	5.9	11.2
492.1	36	0.187	0.11	8.6	13.2
492.2	36	0.343	1.18	7.9	17.8
492.3	30	0.183	1.05	5.4	14.8
492.4	27	0.151	0.65	10.0	14.3
492.5	14	0.392	1.37	7.8	13.3
492.6	15	0.207	0.61	10.0	18.1
492.7	28	0.336	0.78	8.7	14.7
492.8	20	0.1	0.7	6.8	15.1
492.9	20	0.388	0.22	8.4	19.5
493.0	15	0.3	0.69	6.8	17.9
493.1	33	0.328	0.44	6.3	14.4
493.2	10	0.279	0.02	9.0	15.3
493.3	16	0.113	1.35	8.5	13.3
493.4	30	0.138	1.18	9.4	15.9
493.5	12	0.172	0.96	7.2	17.2
493.6	25	0.327	0.2	8.6	18.3
493.7	39	0.317	0.47	5.2	12.0
493.8	33	0.309	1.29	8.0	12.2
493.9	14	0.392	0.9	5.2	15.4
494.0	12	0.219	0.69	9.9	12.9
494.1	25	0.333	1.44	5.7	14.6
494.2	12	0.318	0.63	6.9	12.3
494.3	18	0.246	0.94	5.5	14.3
494.4	25	0.321	0.96	6.5	15.2
494.5	33	0.195	1.2	5.5	13.1
494.6	29	0.303	0.04	7.6	12.6
494.7	11	0.259	0.36	7.7	10.0
494.8	30	0.123	1.16	9.7	13.7
494.9	31	0.235	0.32	7.7	13.0
495.0	25	0.132	0.17	5.2	18.3
495.1	14	0.339	1.4	9.9	14.2
495.2	11	0.111	1.15	9.7	13.2
495.3	22	0.279	0.27	5.6	15.6
495.4	20	0.26	1.3	5.8	16.9
495.5	12	0.282	1.07	9.0	10.5
495.6	40	0.364	0.47	8.4	15.5
495.7	34	0.121	0.8	8.9	13.7
495.8	21	0.238	1.14	5.4	16.9
495.9	28	0.399	0.69	9.8	18.5
496.0	30	0.104	0.74	6.6	19.8
496.1	40	0.353	0.26	6.3	15.8
496.2	24	0.346	1.14	8.6	13.0
496.3	38	0.11	1.19	5.3	15.2
496.4	10	0.103	0.19	8.6	18.1
496.5	34	0.309	1.37	7.6	19.1
496.6	37	0.313	0.77	8.8	15.3
496.7	20	0.307	0.27	5.9	11.6
496.8	31	0.257	0.93	8.7	17.5
496.9	24	0.356	0.79	6.3	16.0
497.0	38	0.367	0.34	9.9	12.2
497.1	21	0.233	1.08	9.6	14.6
497.2	23	0.157	0.48	7.3	11.1
497.3	16	0.118	1.01	10.0	11.1
497.4	34	0.212	0.94	7.9	14.1
497.5	33	0.1	1.28	6.9	19.4
497.6	28	0.364	0.44	8.2	16.8
497.7	27	0.332	0.26	6.6	12.1
497.8	37	0.143	1.18	9.9	18.0
497.9	13	0.252	0.01	7.4	13.1
498.0	13	0.197	0.92	5.1	11.3
498.1	31	0.268	0.92	5.5	15.0
498.2	21	0.351	0.12	5.9	11.1
498.3	17	0.284	0.65	5.3	12.6
498.4	12	0.191	0.11	5.9	12.3
498.5	22	0.231	1.27	5.3	16.1
498.6	16	0.14	1.16	7.7	16.4
498.7	40	0.185	0.42	5.2	12.9
498.8	17	0.249	0.36	9.1	18.4
498.9	23	0.168	0.27	7.4	16.3
499.0	29	0.233	1.45	9.4	16.1
499.1	18	0.107	0.99	8.9	18.9
499.2	30	0.313	0.35	7.4	19.5
499.3	40	0.112	0.99	6.7	14.9
499.4	31	0.174	0.99	5.4	14.4
499.5	24	0.135	0.33	7.7	10.5
499.6	37	0.277	0.07	5.7	11.9
499.7	40	0.284	0.03	7.6	16.2
499.8	23	0.232	0.34	10.0	18.4
499.9	30	0.187	0.69	6.5	11.0
500.0	30	0.335	1.21	7.9	14.8
500.1	19	0.297	1.38	5.8	18.4
500.2	37	0.237	1.5	5.1	14.8
500.3	18	0.328	0.89	9.2	18.1
500.4	29	0.356	0.01	7.7	13.0
500.5	38	0.288	0.75	6.1	13.4
500.6	39	0.4	0.29	6.2	16.0
500.7	18	0.191	0.82	5.1	18.9
500.8	35	0.19	0.26	7.3	15.8
500.9	12	0.266	0.29	7.9	17.3
501.0	12	0.149	0.68	5.8	19.0
501.1	32	0.377	0.67	5.3	18.4
501.2	33	0.132	1.4	6.6	13.6
501.3	32	0.129	0.82	7.2	16.2
501.4	13	0.244	1.19	7.4	19.7
501.5	10	0.339	1.08	8.0	18.9
501.6	12	0.354	0.09	5.6	14.2
501.7	35	0.224	1.08	8.9	11.7
501.8	22	0.182	0.17	6.2	12.7
501.9	11	0.121	0.98	6.5	19.9
502.0	31	0.361	0.16	9.2	14.4
502.1	30	0.226	1.15	7.1	11.9
502.2	35	0.173	1.31	6.7	12.3
502.3	13	0.294	0.65	5.3	19.6
502.4	35	0.265	1.3	5.1	17.9
502.5	35	0.122	0.83	5.9	14.6
502.6	17	0.281	0.08	8.5	12.1
502.7	13	0.108	1.02	6.0	11.3
502.8	38	0.239	1.17	7.7	18.6
502.9	17	0.114	0.83	8.8	15.8
503.0	29	0.391	0.58	10.0	10.1
503.1	15	0.15	0.54	6.0	16.1
503.2	33	0.194	0.06	6.2	13.2
503.3	19	0.338	0.37	9.9	16.2
503.4	24	0.191	1.43	8.6	12.6
